,roll1,roll2,roll3,roll4,roll5,roll6,roll7,roll8,roll9,roll10,roll11,roll12,roll13,roll14,roll15,roll16,roll17,roll18,roll19,roll20
60520,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,0,1,1,2
60521,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,0,1,1
60522,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,0,1
60523,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2,0
60524,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1,2
60525,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,1
60526,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1
60527,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1
60528,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1
60529,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1
60530,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2
60531,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2
60532,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1
60533,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1
60534,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2
60535,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1
60536,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2
60537,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2
60538,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1
60539,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2
60540,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1
60541,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1
60542,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1
60543,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1,1
60544,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,1
60545,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1
60546,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2
60547,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1
60548,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2
60549,0,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1
60550,1,0,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,1
60551,2,1,0,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1
60552,1,2,1,0,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2
60553,1,1,2,1,0,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1
60554,1,1,1,2,1,0,1,1,2,2,1,1,1,1,1,2,1,2,2,1
60555,2,1,1,1,2,1,0,1,1,2,2,1,1,1,1,1,2,1,2,2
60556,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1,1,1,2,1,2
60557,2,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1,1,1,2,1
60558,1,2,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1,1,1,2
60559,1,1,2,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1,1,1
60560,0,1,1,2,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1,1
60561,2,0,1,1,2,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1
60562,1,2,0,1,1,2,2,2,1,1,1,2,1,0,1,1,2,2,1,1
60563,2,1,2,0,1,1,2,2,2,1,1,1,2,1,0,1,1,2,2,1
60564,1,2,1,2,0,1,1,2,2,2,1,1,1,2,1,0,1,1,2,2
60565,1,1,2,1,2,0,1,1,2,2,2,1,1,1,2,1,0,1,1,2
60566,2,1,1,2,1,2,0,1,1,2,2,2,1,1,1,2,1,0,1,1
60567,2,2,1,1,2,1,2,0,1,1,2,2,2,1,1,1,2,1,0,1
60568,1,2,2,1,1,2,1,2,0,1,1,2,2,2,1,1,1,2,1,0
60569,1,1,2,2,1,1,2,1,2,0,1,1,2,2,2,1,1,1,2,1
60570,2,1,1,2,2,1,1,2,1,2,0,1,1,2,2,2,1,1,1,2
60571,1,2,1,1,2,2,1,1,2,1,2,0,1,1,2,2,2,1,1,1
60572,2,1,2,1,1,2,2,1,1,2,1,2,0,1,1,2,2,2,1,1
60573,2,2,1,2,1,1,2,2,1,1,2,1,2,0,1,1,2,2,2,1
60574,1,2,2,1,2,1,1,2,2,1,1,2,1,2,0,1,1,2,2,2
60575,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,0,1,1,2,2
60576,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,0,1,1,2
60577,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,0,1,1
60578,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,0,1
60579,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,0
60580,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2
60581,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1
60582,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2
60583,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1
60584,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1
60585,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2
60586,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,2
60587,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1
60588,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1
60589,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2
60590,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1
60591,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2
60592,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2
60593,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1
60594,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1
60595,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2
60596,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1
60597,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1
60598,0,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2
60599,1,0,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1
60600,1,1,0,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2
60601,1,1,1,0,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2
60602,1,1,1,1,0,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1
60603,1,1,1,1,1,0,2,2,2,1,1,2,2,2,1,2,2,1,1,1
60604,2,1,1,1,1,1,0,2,2,2,1,1,2,2,2,1,2,2,1,1
60605,2,2,1,1,1,1,1,0,2,2,2,1,1,2,2,2,1,2,2,1
60606,1,2,2,1,1,1,1,1,0,2,2,2,1,1,2,2,2,1,2,2
60607,1,1,2,2,1,1,1,1,1,0,2,2,2,1,1,2,2,2,1,2
60608,1,1,1,2,2,1,1,1,1,1,0,2,2,2,1,1,2,2,2,1
60609,1,1,1,1,2,2,1,1,1,1,1,0,2,2,2,1,1,2,2,2
60610,1,1,1,1,1,2,2,1,1,1,1,1,0,2,2,2,1,1,2,2
60611,1,1,1,1,1,1,2,2,1,1,1,1,1,0,2,2,2,1,1,2
60612,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,2,2,2,1,1
60613,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,2,2,2,1
60614,0,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,2,2,2
60615,2,0,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,2,2
60616,1,2,0,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,2
60617,2,1,2,0,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0
60618,2,2,1,2,0,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1
60619,2,2,2,1,2,0,2,1,1,1,1,1,1,1,2,2,1,1,1,1
60620,1,2,2,2,1,2,0,2,1,1,1,1,1,1,1,2,2,1,1,1
60621,0,1,2,2,2,1,2,0,2,1,1,1,1,1,1,1,2,2,1,1
60622,1,0,1,2,2,2,1,2,0,2,1,1,1,1,1,1,1,2,2,1
60623,1,1,0,1,2,2,2,1,2,0,2,1,1,1,1,1,1,1,2,2
60624,2,1,1,0,1,2,2,2,1,2,0,2,1,1,1,1,1,1,1,2
60625,1,2,1,1,0,1,2,2,2,1,2,0,2,1,1,1,1,1,1,1
60626,2,1,2,1,1,0,1,2,2,2,1,2,0,2,1,1,1,1,1,1
60627,1,2,1,2,1,1,0,1,2,2,2,1,2,0,2,1,1,1,1,1
60628,1,1,2,1,2,1,1,0,1,2,2,2,1,2,0,2,1,1,1,1
60629,2,1,1,2,1,2,1,1,0,1,2,2,2,1,2,0,2,1,1,1
60630,2,2,1,1,2,1,2,1,1,0,1,2,2,2,1,2,0,2,1,1
60631,2,2,2,1,1,2,1,2,1,1,0,1,2,2,2,1,2,0,2,1
60632,1,2,2,2,1,1,2,1,2,1,1,0,1,2,2,2,1,2,0,2
60633,2,1,2,2,2,1,1,2,1,2,1,1,0,1,2,2,2,1,2,0
60634,1,2,1,2,2,2,1,1,2,1,2,1,1,0,1,2,2,2,1,2
60635,1,1,2,1,2,2,2,1,1,2,1,2,1,1,0,1,2,2,2,1
60636,0,1,1,2,1,2,2,2,1,1,2,1,2,1,1,0,1,2,2,2
60637,2,0,1,1,2,1,2,2,2,1,1,2,1,2,1,1,0,1,2,2
60638,1,2,0,1,1,2,1,2,2,2,1,1,2,1,2,1,1,0,1,2
60639,2,1,2,0,1,1,2,1,2,2,2,1,1,2,1,2,1,1,0,1
60640,1,2,1,2,0,1,1,2,1,2,2,2,1,1,2,1,2,1,1,0
60641,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1,2,1,2,1,1
60642,2,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1,2,1,2,1
60643,1,2,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1,2,1,2
60644,1,1,2,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1,2,1
60645,2,1,1,2,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1,2
60646,1,2,1,1,2,1,1,2,1,2,0,1,1,2,1,2,2,2,1,1
60647,1,1,2,1,1,2,1,1,2,1,2,0,1,1,2,1,2,2,2,1
60648,2,1,1,2,1,1,2,1,1,2,1,2,0,1,1,2,1,2,2,2
60649,1,2,1,1,2,1,1,2,1,1,2,1,2,0,1,1,2,1,2,2
60650,2,1,2,1,1,2,1,1,2,1,1,2,1,2,0,1,1,2,1,2
60651,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,0,1,1,2,1
60652,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,0,1,1,2
60653,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,0,1,1
60654,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,0,1
60655,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,0
60656,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2
60657,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2,1
60658,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,2
60659,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1
60660,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1
60661,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,2
60662,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1
60663,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1
60664,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2
60665,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1
60666,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1
60667,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2
60668,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1
60669,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2
60670,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2
60671,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2
60672,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2
60673,0,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1
60674,1,0,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1
60675,1,1,0,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2
60676,1,1,1,0,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2
60677,2,1,1,1,0,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1
60678,2,2,1,1,1,0,2,2,2,1,2,1,2,2,1,2,2,2,1,1
60679,2,2,2,1,1,1,0,2,2,2,1,2,1,2,2,1,2,2,2,1
60680,2,2,2,2,1,1,1,0,2,2,2,1,2,1,2,2,1,2,2,2
60681,1,2,2,2,2,1,1,1,0,2,2,2,1,2,1,2,2,1,2,2
60682,1,1,2,2,2,2,1,1,1,0,2,2,2,1,2,1,2,2,1,2
60683,1,1,1,2,2,2,2,1,1,1,0,2,2,2,1,2,1,2,2,1
60684,2,1,1,1,2,2,2,2,1,1,1,0,2,2,2,1,2,1,2,2
60685,2,2,1,1,1,2,2,2,2,1,1,1,0,2,2,2,1,2,1,2
60686,1,2,2,1,1,1,2,2,2,2,1,1,1,0,2,2,2,1,2,1
60687,1,1,2,2,1,1,1,2,2,2,2,1,1,1,0,2,2,2,1,2
60688,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,0,2,2,2,1
60689,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,0,2,2,2
60690,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,0,2,2
60691,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,0,2
60692,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1,0
60693,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,1
60694,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,1
60695,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1
60696,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2
60697,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2
60698,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2
60699,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2
60700,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1
60701,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1
60702,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1
60703,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2
60704,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2
60705,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1
60706,0,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1
60707,1,0,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2
60708,1,1,0,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1
60709,1,1,1,0,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1
60710,1,1,1,1,0,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1
60711,1,1,1,1,1,0,1,1,1,2,2,2,1,2,2,1,2,2,1,1
60712,2,1,1,1,1,1,0,1,1,1,2,2,2,1,2,2,1,2,2,1
60713,1,2,1,1,1,1,1,0,1,1,1,2,2,2,1,2,2,1,2,2
60714,2,1,2,1,1,1,1,1,0,1,1,1,2,2,2,1,2,2,1,2
60715,1,2,1,2,1,1,1,1,1,0,1,1,1,2,2,2,1,2,2,1
60716,2,1,2,1,2,1,1,1,1,1,0,1,1,1,2,2,2,1,2,2
60717,2,2,1,2,1,2,1,1,1,1,1,0,1,1,1,2,2,2,1,2
60718,2,2,2,1,2,1,2,1,1,1,1,1,0,1,1,1,2,2,2,1
60719,1,2,2,2,1,2,1,2,1,1,1,1,1,0,1,1,1,2,2,2
60720,2,1,2,2,2,1,2,1,2,1,1,1,1,1,0,1,1,1,2,2
60721,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,0,1,1,1,2
60722,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,0,1,1,1
60723,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,0,1,1
60724,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,0,1
60725,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,0
60726,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1
60727,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,1
60728,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1
60729,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1
60730,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1
60731,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2
60732,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1
60733,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2
60734,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1
60735,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2
60736,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2
60737,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2
60738,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1
60739,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2
60740,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2
60741,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1
60742,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1
60743,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2
60744,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2
60745,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1
60746,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2
60747,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1
60748,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2
60749,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2
60750,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1
60751,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1
60752,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2
60753,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1
60754,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2
60755,0,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2
60756,1,0,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1
60757,1,1,0,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2
60758,2,1,1,0,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1
60759,2,2,1,1,0,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2
60760,1,2,2,1,1,0,1,2,2,1,1,1,1,1,2,1,2,1,1,1
60761,1,1,2,2,1,1,0,1,2,2,1,1,1,1,1,2,1,2,1,1
60762,2,1,1,2,2,1,1,0,1,2,2,1,1,1,1,1,2,1,2,1
60763,2,2,1,1,2,2,1,1,0,1,2,2,1,1,1,1,1,2,1,2
60764,2,2,2,1,1,2,2,1,1,0,1,2,2,1,1,1,1,1,2,1
60765,2,2,2,2,1,1,2,2,1,1,0,1,2,2,1,1,1,1,1,2
60766,2,2,2,2,2,1,1,2,2,1,1,0,1,2,2,1,1,1,1,1
60767,1,2,2,2,2,2,1,1,2,2,1,1,0,1,2,2,1,1,1,1
60768,1,1,2,2,2,2,2,1,1,2,2,1,1,0,1,2,2,1,1,1
60769,1,1,1,2,2,2,2,2,1,1,2,2,1,1,0,1,2,2,1,1
60770,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,0,1,2,2,1
60771,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,0,1,2,2
60772,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,0,1,2
60773,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,0,1
60774,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1,0
60775,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,1
60776,0,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1
60777,1,0,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2
60778,0,1,0,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2
60779,2,0,1,0,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1
60780,2,2,0,1,0,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1
60781,2,2,2,0,1,0,2,2,2,2,1,1,1,1,1,2,2,2,2,2
60782,1,2,2,2,0,1,0,2,2,2,2,1,1,1,1,1,2,2,2,2
60783,1,1,2,2,2,0,1,0,2,2,2,2,1,1,1,1,1,2,2,2
60784,2,1,1,2,2,2,0,1,0,2,2,2,2,1,1,1,1,1,2,2
60785,1,2,1,1,2,2,2,0,1,0,2,2,2,2,1,1,1,1,1,2
60786,2,1,2,1,1,2,2,2,0,1,0,2,2,2,2,1,1,1,1,1
60787,1,2,1,2,1,1,2,2,2,0,1,0,2,2,2,2,1,1,1,1
60788,1,1,2,1,2,1,1,2,2,2,0,1,0,2,2,2,2,1,1,1
60789,2,1,1,2,1,2,1,1,2,2,2,0,1,0,2,2,2,2,1,1
60790,1,2,1,1,2,1,2,1,1,2,2,2,0,1,0,2,2,2,2,1
60791,1,1,2,1,1,2,1,2,1,1,2,2,2,0,1,0,2,2,2,2
60792,1,1,1,2,1,1,2,1,2,1,1,2,2,2,0,1,0,2,2,2
60793,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,0,1,0,2,2
60794,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,0,1,0,2
60795,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,0,1,0
60796,0,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,0,1
60797,1,0,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,0
60798,1,1,0,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2
60799,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2
60800,1,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2
60801,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1,2,1,1
60802,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1,2,1
60803,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1,2
60804,2,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1,2,1
60805,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1,2
60806,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1,1
60807,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,1
60808,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2
60809,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1,1
60810,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1,1
60811,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1,1
60812,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1,1
60813,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1
60814,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2
60815,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,0
60816,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1
60817,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1
60818,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1
60819,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1
60820,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1
60821,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1
60822,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
60823,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2
60824,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
60825,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1
60826,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1
60827,0,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1
60828,2,0,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1
60829,1,2,0,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2
60830,1,1,2,0,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1
60831,1,1,1,2,0,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1
60832,1,1,1,1,2,0,2,2,1,1,1,1,1,2,2,1,1,1,1,1
60833,2,1,1,1,1,2,0,2,2,1,1,1,1,1,2,2,1,1,1,1
60834,2,2,1,1,1,1,2,0,2,2,1,1,1,1,1,2,2,1,1,1
60835,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,1,2,2,1,1
60836,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,1,2,2,1
60837,2,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,1,2,2
60838,1,2,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,1,2
60839,1,1,2,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1,1
60840,2,1,1,2,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1,1
60841,2,2,1,1,2,1,1,2,2,1,1,1,1,2,0,2,2,1,1,1
60842,2,2,2,1,1,2,1,1,2,2,1,1,1,1,2,0,2,2,1,1
